date_sold,price,bedrooms,year_quarter,MA,normalized_price,hidden_state
2007-02-07,525000,4,0,548969.0,4078,2
2007-02-27,290000,3,0,421291.0,449,0
2007-03-07,328000,3,0,421291.0,1227,0
2007-03-09,380000,4,0,548969.0,441,2
2007-03-21,310000,3,0,421291.0,797,0
2007-04-04,465000,4,1,548969.0,2154,2
2007-04-24,399000,3,1,421291.0,4038,0
2007-04-30,1530000,4,1,548969.0,11676,2
2007-05-24,359000,3,1,421291.0,2341,0
2007-05-25,320000,3,1,421291.0,1019,0
2007-06-26,385000,3,1,421291.0,3436,0
2007-06-27,305000,3,1,421291.0,697,0
2007-06-27,850000,4,1,548969.0,9896,2
2007-06-28,765000,4,1,548969.0,9104,2
2007-06-30,517000,4,1,548969.0,3816,2
2007-07-02,800000,5,2,735904.0,6757,4
2007-07-03,336000,3,2,421291.0,1486,0
2007-07-06,535000,5,2,735904.0,900,4
2007-07-07,900000,4,2,548969.0,10240,2
2007-07-12,427500,3,2,421291.0,5223,0
2007-07-13,780000,3,2,421291.0,10847,0
2007-07-18,530000,3,2,421291.0,8195,0
2007-07-18,590000,3,2,421291.0,9212,0
2007-07-20,525000,3,2,421291.0,8088,0
2007-07-20,549000,4,2,548969.0,4843,2
2007-07-21,1780000,4,2,548969.0,11770,2
2007-07-30,446000,3,2,421291.0,5948,0
2007-07-30,558000,4,2,548969.0,5125,2
2007-07-31,506000,3,2,421291.0,7682,0
2007-07-31,520000,4,2,548969.0,3905,2
2007-08-03,383000,3,2,421291.0,3348,0
2007-08-03,520000,3,2,421291.0,7983,0
2007-08-07,815000,5,2,735904.0,7017,4
2007-08-10,545500,3,2,421291.0,8491,0
2007-08-10,760000,3,2,421291.0,10724,0
2007-08-11,520000,3,2,421291.0,7983,0
2007-08-11,636000,3,2,421291.0,9761,0
2007-08-14,625000,4,2,548969.0,6925,2
2007-08-16,790000,4,2,548969.0,9362,2
2007-08-21,320000,3,2,421291.0,1019,0
2007-08-21,418000,5,2,735904.0,137,4
2007-08-21,455000,4,2,548969.0,1858,2
2007-08-23,560000,4,2,548969.0,5184,2
2007-08-24,585000,4,2,548969.0,5928,2
2007-08-28,325000,2,2,441854.0,3846,1
2007-08-28,420000,4,2,548969.0,1017,2
2007-08-29,599000,3,2,421291.0,9330,0
2007-08-30,315000,2,2,441854.0,3328,1
2007-08-30,367000,3,2,421291.0,2676,0
2007-08-31,348000,3,2,421291.0,1919,0
2007-08-31,532500,4,2,548969.0,4322,2
2007-09-03,465000,3,2,421291.0,6595,0
2007-09-04,820000,4,2,548969.0,9642,2
2007-09-06,590000,3,2,421291.0,9212,0
2007-09-11,559000,4,2,548969.0,5148,2
2007-09-15,446000,4,2,548969.0,1617,2
2007-09-18,470000,3,2,421291.0,6739,0
2007-09-20,396500,4,2,548969.0,644,2
2007-09-20,479000,3,2,421291.0,7004,0
2007-09-21,1460000,5,2,735904.0,11160,4
2007-09-22,500000,4,2,548969.0,3254,2
2007-09-22,506000,4,2,548969.0,3459,2
2007-09-22,520000,4,2,548969.0,3905,2
2007-09-24,920000,4,2,548969.0,10364,2
2007-09-27,507000,4,2,548969.0,3489,2
2007-10-02,475000,3,3,421291.0,6888,0
2007-10-09,397000,3,3,421291.0,3939,0
2007-10-10,556000,3,3,421291.0,8685,0
2007-10-12,447000,4,3,548969.0,1633,2
2007-10-12,720000,4,3,548969.0,8541,2
2007-10-16,368000,3,3,421291.0,2722,0
2007-10-16,385000,3,3,421291.0,3436,0
2007-10-17,560000,5,3,735904.0,1269,4
2007-10-19,455000,4,3,548969.0,1858,2
2007-10-19,480000,4,3,548969.0,2623,2
2007-10-24,300500,3,3,421291.0,615,0
2007-10-24,505000,3,3,421291.0,7660,0
2007-10-25,590000,4,3,548969.0,6054,2
2007-10-25,645000,5,3,735904.0,3199,4
2007-10-25,770000,4,3,548969.0,9158,2
2007-10-26,1100000,5,3,735904.0,9889,4
2007-11-02,365000,3,3,421291.0,2602,0
2007-11-02,612500,4,3,548969.0,6639,2
2007-11-05,472500,4,3,548969.0,2379,2
2007-11-05,600000,5,3,735904.0,2112,4
2007-11-07,372500,3,3,421291.0,2902,0
2007-11-08,395000,3,3,421291.0,3862,0
2007-11-08,497000,2,3,441854.0,9386,1
2007-11-08,595000,4,3,548969.0,6189,2
2007-11-12,465000,2,3,441854.0,8831,1
2007-11-12,505000,4,3,548969.0,3420,2
2007-11-16,379000,3,3,421291.0,3180,0
2007-11-16,505000,3,3,421291.0,7660,0
2007-11-17,380000,3,3,421291.0,3223,0
2007-11-17,655000,4,3,548969.0,7518,2
2007-11-17,760000,3,3,421291.0,10724,0
2007-11-17,760500,3,3,421291.0,10726,0
2007-11-20,442500,4,3,548969.0,1519,2
2007-11-22,560000,4,3,548969.0,5184,2
2007-11-23,560000,4,3,548969.0,5184,2
2007-11-24,335000,3,3,421291.0,1447,0
2007-11-24,575000,3,3,421291.0,8987,0
2007-11-27,439000,3,3,421291.0,5681,0
2007-11-29,353000,3,3,421291.0,2116,0
2007-11-30,425000,3,3,421291.0,5125,0
2007-11-30,825000,3,3,421291.0,11058,0
2007-12-01,930000,5,3,735904.0,8516,4
2007-12-03,365000,3,3,421291.0,2602,0
2007-12-03,387000,3,3,421291.0,3528,0
2007-12-04,620000,4,3,548969.0,6806,2
2007-12-05,825000,3,3,421291.0,11058,0
2007-12-06,335000,3,3,421291.0,1447,0
2007-12-07,350000,3,3,421291.0,2002,0
2007-12-08,421000,3,3,421291.0,4964,0
2007-12-08,545000,4,3,548969.0,4712,2
2007-12-12,635000,4,3,548969.0,7129,2
2007-12-13,357500,3,3,421291.0,2275,0
2007-12-13,400000,4,3,548969.0,691,2
2007-12-13,1105000,4,3,548969.0,11114,2
2007-12-14,259000,2,3,441854.0,897,1
2007-12-14,437500,3,3,421291.0,5626,0
2007-12-15,530000,4,3,548969.0,4243,2
2007-12-19,630000,3,3,421291.0,9701,0
2007-12-20,615000,4,3,548969.0,6691,2
2007-12-21,332000,3,3,421291.0,1350,0
2007-12-21,490000,3,3,421291.0,7306,0
2008-01-02,309000,2,4,441854.0,3013,1
2008-01-14,413000,3,4,416031.0,5888,0
2008-01-15,445000,4,4,552484.0,2830,2
2008-01-15,600000,4,4,552484.0,7541,2
2008-01-17,417500,2,4,441854.0,7707,1
2008-01-17,462500,4,4,552484.0,3460,2
2008-01-17,485000,4,4,552484.0,4260,2
2008-01-18,580000,4,4,552484.0,7122,2
2008-01-24,560000,4,4,552484.0,6643,2
2008-01-24,575000,4,4,552484.0,7010,2
2008-01-24,1035000,4,4,552484.0,11175,2
2008-01-30,485000,3,4,416031.0,8028,0
2008-02-01,599000,4,4,552484.0,7525,2
2008-02-04,349000,3,4,416031.0,3024,0
2008-02-07,360000,3,4,416031.0,3544,0
2008-02-07,375000,3,4,416031.0,4233,0
2008-02-07,405000,3,4,416031.0,5563,0
2008-02-08,395000,3,4,416031.0,5125,0
2008-02-09,417000,3,4,416031.0,6037,0
2008-02-09,560000,3,4,416031.0,9373,0
2008-02-09,650000,4,4,552484.0,8429,2
2008-02-11,416000,4,4,552484.0,1863,2
2008-02-12,749000,4,4,552484.0,9639,2
2008-02-15,575000,4,4,552484.0,7010,2
2008-02-15,625000,3,4,416031.0,10137,0
2008-02-16,610000,5,4,735904.0,4113,4
2008-02-19,445000,4,4,552484.0,2830,2
2008-02-21,655000,5,4,735904.0,5329,4
2008-02-23,500000,4,4,552484.0,4780,2
2008-02-23,515000,2,4,441854.0,9652,1
2008-02-23,811000,5,4,735904.0,8250,4
2008-02-27,590000,4,4,552484.0,7352,2
2008-02-27,645000,5,4,735904.0,5079,4
2008-02-27,730000,4,4,552484.0,9449,2
2008-02-29,342000,3,4,416031.0,2719,0
2008-02-29,471000,4,4,552484.0,3771,2
2008-02-29,488000,3,4,416031.0,8093,0
2008-03-13,646000,4,4,552484.0,8364,2
2008-03-14,655000,4,4,552484.0,8496,2
2008-03-15,580000,3,4,416031.0,9638,0
2008-03-19,405000,3,4,416031.0,5563,0
2008-03-20,695000,4,4,552484.0,9056,2
2008-04-09,420000,4,5,559580.0,2002,2
2008-04-09,503000,3,5,419628.0,8417,0
2008-04-10,380000,3,5,419628.0,4446,0
2008-04-11,334000,3,5,419628.0,2357,0
2008-04-11,395000,3,5,419628.0,5125,0
2008-04-11,467500,4,5,559580.0,3645,2
2008-04-14,522500,3,5,419628.0,8789,0
2008-04-14,635000,5,5,735904.0,4799,4
2008-04-14,690000,4,5,559580.0,8987,2
2008-04-14,780000,4,5,559580.0,9920,2
2008-04-15,679000,5,5,735904.0,5949,4
2008-04-18,467000,3,5,419628.0,7605,0
2008-04-21,649000,5,5,735904.0,5171,4
2008-04-22,675000,4,5,559580.0,8798,2
2008-04-23,415000,3,5,419628.0,5969,0
2008-04-23,445000,4,5,559580.0,2830,2
2008-04-24,450000,3,5,419628.0,7144,0
2008-04-29,680000,4,5,559580.0,8855,2
2008-04-29,950000,4,5,559580.0,10905,2
2008-04-30,485000,3,5,419628.0,8028,0
2008-05-01,640000,4,5,559580.0,8261,2
2008-05-02,332000,2,5,441854.0,4216,1
2008-05-02,622500,4,5,559580.0,7958,2
2008-05-02,775000,4,5,559580.0,9873,2
2008-05-05,575000,2,5,441854.0,10341,1
2008-05-05,690000,3,5,419628.0,10640,0
2008-05-09,465000,3,5,419628.0,7548,0
2008-05-12,635000,5,5,735904.0,4799,4
2008-05-13,307000,2,5,441854.0,2913,1
2008-05-14,450000,3,5,419628.0,7144,0
2008-05-16,442000,3,5,419628.0,6908,0
2008-05-16,490000,3,5,419628.0,8132,0
2008-05-17,865000,5,5,735904.0,8878,4
2008-05-19,430000,4,5,559580.0,2316,2
2008-05-23,444000,3,5,419628.0,6975,0
2008-05-27,535000,3,5,419628.0,8997,0
2008-05-28,542000,4,5,559580.0,6138,2
2008-05-30,357000,3,5,419628.0,3395,0
2008-06-02,429000,3,5,419628.0,6489,0
2008-06-02,1180000,4,5,559580.0,11467,2
2008-06-03,375000,4,5,559580.0,846,2
2008-06-06,526000,3,5,419628.0,8848,0
2008-06-06,760000,3,5,419628.0,11021,0
2008-06-10,447250,3,5,419628.0,7073,0
2008-06-10,492500,3,5,419628.0,8193,0
2008-06-10,727500,4,5,559580.0,9426,2
2008-06-11,360100,4,5,559580.0,604,2
2008-06-11,750000,3,5,419628.0,10970,0
2008-06-13,365000,3,5,419628.0,3778,0
2008-06-13,670000,4,5,559580.0,8720,2
2008-06-14,419000,4,5,559580.0,1971,2
2008-06-14,515000,3,5,419628.0,8642,0
2008-06-17,340000,3,5,419628.0,2633,0
2008-06-17,600000,4,5,559580.0,7541,2
2008-06-18,362000,4,5,559580.0,638,2
2008-06-19,765000,5,5,735904.0,7607,4
2008-06-19,770000,4,5,559580.0,9815,2
2008-06-20,469000,4,5,559580.0,3702,2
2008-06-23,367000,3,5,419628.0,3855,0
2008-06-24,465000,4,5,559580.0,3551,2
2008-06-25,375000,3,5,419628.0,4233,0
2008-06-25,505000,4,5,559580.0,4960,2
2008-06-25,605000,3,5,419628.0,9932,0
2008-06-26,325000,3,5,419628.0,1984,0
2008-06-27,421000,3,5,419628.0,6180,0
2008-06-27,550000,4,5,559580.0,6378,2
2008-06-27,590000,4,5,559580.0,7352,2
2008-06-29,522500,4,5,559580.0,5549,2
2008-06-30,480000,2,5,441854.0,9105,1
2008-06-30,1165000,5,5,735904.0,10758,4
2008-07-01,670000,4,6,561852.0,8720,2
2008-07-04,375000,3,6,423811.0,4233,0
2008-07-07,392500,4,6,561852.0,1200,2
2008-07-07,445000,4,6,561852.0,2830,2
2008-07-08,383000,3,6,423811.0,4588,0
2008-07-10,418000,3,6,423811.0,6068,0
2008-07-10,860000,2,6,451583.0,11551,1
2008-07-11,418000,3,6,423811.0,6068,0
2008-07-11,442000,4,6,561852.0,2730,2
2008-07-14,360000,3,6,423811.0,3544,0
2008-07-14,495000,4,6,561852.0,4606,2
2008-07-16,468000,3,6,423811.0,7628,0
2008-07-16,605000,3,6,423811.0,9932,0
2008-07-16,1090000,4,6,561852.0,11310,2
2008-07-17,558000,4,6,561852.0,6595,2
2008-07-18,700000,3,6,423811.0,10687,0
2008-07-18,1300000,4,6,561852.0,11595,2
2008-07-19,320000,3,6,423811.0,1774,0
2008-07-23,415000,3,6,423811.0,5969,0
2008-07-23,480000,4,6,561852.0,4087,2
2008-07-23,553000,4,6,561852.0,6458,2
2008-07-23,885000,4,6,561852.0,10605,2
2008-07-25,370000,4,6,561852.0,764,2
2008-07-26,564000,3,6,423811.0,9436,0
2008-07-28,365000,3,6,423811.0,3778,0
2008-07-29,927000,4,6,561852.0,10799,2
2008-07-30,360000,3,6,423811.0,3544,0
2008-07-30,390000,4,6,561852.0,1147,2
2008-07-31,440000,4,6,561852.0,2664,2
2008-08-01,430000,3,6,423811.0,6528,0
2008-08-01,595000,3,6,423811.0,9804,0
2008-08-04,365000,3,6,423811.0,3778,0
2008-08-04,585000,3,6,423811.0,9694,0
2008-08-04,602500,4,6,561852.0,7595,2
2008-08-05,359000,3,6,423811.0,3497,0
2008-08-05,475000,3,6,423811.0,7785,0
2008-08-06,315000,3,6,423811.0,1583,0
2008-08-06,320000,4,6,561852.0,235,2
2008-08-06,325000,4,6,561852.0,265,2
2008-08-06,341000,3,6,423811.0,2673,0
2008-08-06,540000,4,6,561852.0,6076,2
2008-08-07,395000,4,6,561852.0,1265,2
2008-08-09,370000,3,6,423811.0,3998,0
2008-08-09,620000,4,6,561852.0,7914,2
2008-08-09,631000,4,6,561852.0,8109,2
2008-08-11,405000,4,6,561852.0,1536,2
2008-08-12,548000,3,6,423811.0,9206,0
2008-08-13,405000,4,6,561852.0,1536,2
2008-08-13,420000,3,6,423811.0,6145,0
2008-08-13,531500,4,6,561852.0,5836,2
2008-08-14,350000,2,6,451583.0,5125,1
2008-08-15,365000,3,6,423811.0,3778,0
2008-08-15,375000,3,6,423811.0,4233,0
2008-08-15,402000,3,6,423811.0,5429,0
2008-08-15,420000,3,6,423811.0,6145,0
2008-08-15,550000,2,6,451583.0,10094,1
2008-08-15,585000,4,6,561852.0,7232,2
2008-08-18,279500,2,6,451583.0,1605,1
2008-08-19,330000,3,6,423811.0,2184,0
2008-08-19,360000,3,6,423811.0,3544,0
2008-08-19,370000,3,6,423811.0,3998,0
2008-08-20,405000,3,6,423811.0,5563,0
2008-08-21,395000,3,6,423811.0,5125,0
2008-08-21,490000,4,6,561852.0,4426,2
2008-08-21,530000,5,6,758340.0,1931,4
2008-08-21,680000,4,6,561852.0,8855,2
2008-08-22,495000,4,6,561852.0,4606,2
2008-08-22,805000,4,6,561852.0,10126,2
2008-08-23,630000,4,6,561852.0,8088,2
2008-08-25,400000,3,6,423811.0,5335,0
2008-08-27,345000,3,6,423811.0,2847,0
2008-08-27,440000,3,6,423811.0,6845,0
2008-08-27,510000,4,6,561852.0,5125,2
2008-08-28,310000,3,6,423811.0,1400,0
2008-08-29,370000,4,6,561852.0,764,2
2008-08-29,465000,4,6,561852.0,3551,2
2008-08-30,342000,3,6,423811.0,2719,0
2008-09-01,380000,3,6,423811.0,4446,0
2008-09-02,345000,3,6,423811.0,2847,0
2008-09-02,370000,4,6,561852.0,764,2
2008-09-02,495000,4,6,561852.0,4606,2
2008-09-02,541000,4,6,561852.0,6113,2
2008-09-02,1380000,5,6,758340.0,11305,4
2008-09-03,372000,3,6,423811.0,4095,0
2008-09-03,415000,3,6,423811.0,5969,0
2008-09-04,335000,3,6,423811.0,2404,0
2008-09-04,1150000,5,6,758340.0,10703,4
2008-09-05,387000,3,6,423811.0,4771,0
2008-09-05,395000,3,6,423811.0,5125,0
2008-09-05,400000,4,6,561852.0,1393,2
2008-09-05,426000,3,6,423811.0,6380,0
2008-09-05,552000,4,6,561852.0,6431,2
2008-09-08,349000,3,6,423811.0,3024,0
2008-09-08,360500,3,6,423811.0,3568,0
2008-09-08,740000,3,6,423811.0,10923,0
2008-09-10,371600,4,6,561852.0,790,2
2008-09-11,380000,3,6,423811.0,4446,0
2008-09-11,450000,3,6,423811.0,7144,0
2008-09-12,427000,4,6,561852.0,2214,2
2008-09-13,477000,4,6,561852.0,3963,2
2008-09-13,479000,3,6,423811.0,7884,0
2008-09-15,321000,2,6,451583.0,3654,1
2008-09-15,405000,3,6,423811.0,5563,0
2008-09-16,357000,3,6,423811.0,3395,0
2008-09-16,360000,4,6,561852.0,603,2
2008-09-16,365000,3,6,423811.0,3778,0
2008-09-16,585000,4,6,561852.0,7232,2
2008-09-17,343000,3,6,423811.0,2758,0
2008-09-17,410000,3,6,423811.0,5769,0
2008-09-17,420000,4,6,561852.0,2002,2
2008-09-17,420000,3,6,423811.0,6145,0
2008-09-17,720000,3,6,423811.0,10810,0
2008-09-17,720000,5,6,758340.0,6832,4
2008-09-18,320000,3,6,423811.0,1774,0
2008-09-18,474000,4,6,561852.0,3862,2
2008-09-18,860000,3,6,423811.0,11352,0
2008-09-19,460000,3,6,423811.0,7424,0
2008-09-19,592000,2,6,451583.0,10501,1
2008-09-19,695000,5,6,758340.0,6323,4
2008-09-20,346000,3,6,423811.0,2893,0
2008-09-22,349950,3,6,423811.0,3070,0
2008-09-22,355000,3,6,423811.0,3306,0
2008-09-22,362000,3,6,423811.0,3639,0
2008-09-22,373000,3,6,423811.0,4144,0
2008-09-22,399000,4,6,561852.0,1368,2
2008-09-22,422250,3,6,423811.0,6234,0
2008-09-22,445000,3,6,423811.0,6995,0
2008-09-22,475000,4,6,561852.0,3897,2
2008-09-22,485000,5,6,758340.0,990,4
2008-09-22,560500,4,6,561852.0,6657,2
2008-09-22,590000,4,6,561852.0,7352,2
2008-09-22,595000,4,6,561852.0,7444,2
2008-09-22,650000,3,6,423811.0,10352,0
2008-09-22,660000,4,6,561852.0,8571,2
2008-09-22,675000,4,6,561852.0,8798,2
2008-09-22,685000,4,6,561852.0,8922,2
2008-09-22,690000,4,6,561852.0,8987,2
2008-09-22,975000,3,6,423811.0,11558,0
2008-09-23,372000,3,6,423811.0,4095,0
2008-09-24,437000,3,6,423811.0,6746,0
2008-09-25,411000,3,6,423811.0,5806,0
2008-09-25,450000,4,6,561852.0,3004,2
2008-09-25,525000,2,6,451583.0,9774,1
2008-09-26,312000,3,6,423811.0,1472,0
2008-09-26,510000,4,6,561852.0,5125,2
2008-09-26,707500,4,6,561852.0,9205,2
2008-09-26,755000,4,6,561852.0,9692,2
2008-09-29,380000,4,6,561852.0,947,2
2008-09-29,389000,3,6,423811.0,4862,0
2008-09-29,415000,3,6,423811.0,5969,0
2008-09-29,557000,4,6,561852.0,6567,2
2008-09-29,585000,4,6,561852.0,7232,2
2008-09-29,595000,2,6,451583.0,10527,1
2008-09-29,875000,5,6,758340.0,8985,4
2008-09-30,367500,4,6,561852.0,718,2
2008-09-30,372000,3,6,423811.0,4095,0
2008-09-30,549000,3,6,423811.0,9223,0
2008-09-30,575000,4,6,561852.0,7010,2
2008-09-30,594000,4,6,561852.0,7430,2
2008-09-30,662500,2,6,451583.0,10960,1
2008-10-01,455000,4,7,565467.0,3183,2
2008-10-02,390000,3,7,426488.0,4908,0
2008-10-03,332000,3,7,426488.0,2265,0
2008-10-03,380000,3,7,426488.0,4446,0
2008-10-03,405000,4,7,565467.0,1536,2
2008-10-03,460000,4,7,565467.0,3362,2
2008-10-07,355000,3,7,426488.0,3306,0
2008-10-07,473000,4,7,565467.0,3828,2
2008-10-07,560000,4,7,565467.0,6643,2
2008-10-08,347000,3,7,426488.0,2937,0
2008-10-08,359950,3,7,426488.0,3541,0
2008-10-08,1030000,3,7,426488.0,11621,0
2008-10-09,338500,3,7,426488.0,2574,0
2008-10-10,378000,3,7,426488.0,4358,0
2008-10-10,400000,4,7,565467.0,1393,2
2008-10-10,453000,4,7,565467.0,3116,2
2008-10-10,476600,4,7,565467.0,3949,2
2008-10-10,677500,4,7,565467.0,8828,2
2008-10-10,749950,4,7,565467.0,9647,2
2008-10-12,390000,3,7,426488.0,4908,0
2008-10-13,435000,3,7,426488.0,6682,0
2008-10-13,507500,4,7,565467.0,5044,2
2008-10-14,350000,3,7,426488.0,3072,0
2008-10-14,399000,3,7,426488.0,5289,0
2008-10-14,420000,4,7,565467.0,2002,2
2008-10-14,450000,3,7,426488.0,7144,0
2008-10-14,525000,2,7,440256.0,9774,1
2008-10-14,595000,4,7,565467.0,7444,2
2008-10-14,910000,3,7,426488.0,11459,0
2008-10-15,395000,3,7,426488.0,5125,0
2008-10-15,552500,3,7,426488.0,9268,0
2008-10-16,375000,3,7,426488.0,4233,0
2008-10-16,440000,3,7,426488.0,6845,0
2008-10-17,352000,3,7,426488.0,3170,0
2008-10-17,495000,4,7,565467.0,4606,2
2008-10-17,530000,4,7,565467.0,5787,2
2008-10-17,690000,3,7,426488.0,10640,0
2008-10-18,342000,2,7,440256.0,4721,1
2008-10-18,420000,3,7,426488.0,6145,0
2008-10-18,575000,3,7,426488.0,9574,0
2008-10-18,612000,4,7,565467.0,7768,2
2008-10-20,349000,3,7,426488.0,3024,0
2008-10-20,350000,3,7,426488.0,3072,0
2008-10-20,480000,4,7,565467.0,4087,2
2008-10-21,342000,3,7,426488.0,2719,0
2008-10-21,372500,4,7,565467.0,808,2
2008-10-21,375000,3,7,426488.0,4233,0
2008-10-21,408000,4,7,565467.0,1625,2
2008-10-21,515000,4,7,565467.0,5280,2
2008-10-22,370000,3,7,426488.0,3998,0
2008-10-22,657500,4,7,565467.0,8537,2
2008-10-23,340000,3,7,426488.0,2633,0
2008-10-23,369000,3,7,426488.0,3941,0
2008-10-23,419950,3,7,426488.0,6144,0
2008-10-23,455000,3,7,426488.0,7297,0
2008-10-23,495000,4,7,565467.0,4606,2
2008-10-23,765000,4,7,565467.0,9774,2
2008-10-24,361000,3,7,426488.0,3586,0
2008-10-24,425000,3,7,426488.0,6348,0
2008-10-24,498600,4,7,565467.0,4730,2
2008-10-24,570000,4,7,565467.0,6888,2
2008-10-27,330250,3,7,426488.0,2195,0
2008-10-27,337000,3,7,426488.0,2494,0
2008-10-27,360000,3,7,426488.0,3544,0
2008-10-27,440000,3,7,426488.0,6845,0
2008-10-27,475000,4,7,565467.0,3897,2
2008-10-27,510000,4,7,565467.0,5125,2
2008-10-27,1120000,4,7,565467.0,11369,2
2008-10-28,340000,2,7,440256.0,4615,1
2008-10-28,676000,4,7,565467.0,8809,2
2008-10-29,420000,4,7,565467.0,2002,2
2008-10-30,585000,4,7,565467.0,7232,2
2008-10-30,720000,5,7,764025.0,6832,4
2008-10-31,372000,3,7,426488.0,4095,0
2008-10-31,395000,3,7,426488.0,5125,0
2008-10-31,544000,4,7,565467.0,6194,2
2008-10-31,581650,4,7,565467.0,7157,2
2008-10-31,800000,3,7,426488.0,11171,0
2008-11-03,330000,3,7,426488.0,2184,0
2008-11-03,330000,3,7,426488.0,2184,0
2008-11-03,350000,3,7,426488.0,3072,0
2008-11-03,360000,3,7,426488.0,3544,0
2008-11-03,424000,4,7,565467.0,2129,2
2008-11-03,583000,4,7,565467.0,7191,2
2008-11-05,359950,3,7,426488.0,3541,0
2008-11-05,425000,3,7,426488.0,6348,0
2008-11-05,475000,3,7,426488.0,7785,0
2008-11-05,477500,4,7,565467.0,3988,2
2008-11-05,1425000,3,7,426488.0,11824,0
2008-11-06,345000,2,7,440256.0,4876,1
2008-11-06,485000,3,7,426488.0,8028,0
2008-11-06,557500,4,7,565467.0,6581,2
2008-11-07,360000,3,7,426488.0,3544,0
2008-11-07,395000,4,7,565467.0,1265,2
2008-11-07,415000,4,7,565467.0,1829,2
2008-11-07,435000,3,7,426488.0,6682,0
2008-11-07,522000,4,7,565467.0,5530,2
2008-11-07,757500,3,7,426488.0,11009,0
2008-11-10,357000,3,7,426488.0,3395,0
2008-11-10,542000,5,7,764025.0,2221,4
2008-11-10,567000,4,7,565467.0,6814,2
2008-11-10,623700,5,7,764025.0,4483,4
2008-11-10,702500,4,7,565467.0,9147,2
2008-11-11,324000,3,7,426488.0,1951,0
2008-11-11,351000,3,7,426488.0,3125,0
2008-11-11,449000,3,7,426488.0,7114,0
2008-11-11,515000,4,7,565467.0,5280,2
2008-11-12,342500,3,7,426488.0,2733,0
2008-11-12,400000,3,7,426488.0,5335,0
2008-11-12,462000,3,7,426488.0,7480,0
2008-11-13,375000,3,7,426488.0,4233,0
2008-11-14,385000,3,7,426488.0,4673,0
2008-11-15,380000,3,7,426488.0,4446,0
2008-11-15,418000,3,7,426488.0,6068,0
2008-11-15,530000,2,7,440256.0,9846,1
2008-11-17,350000,4,7,565467.0,471,2
2008-11-17,370000,3,7,426488.0,3998,0
2008-11-17,379000,3,7,426488.0,4402,0
2008-11-17,385000,3,7,426488.0,4673,0
2008-11-17,438000,3,7,426488.0,6781,0
2008-11-17,460000,4,7,565467.0,3362,2
2008-11-17,635000,4,7,565467.0,8172,2
2008-11-17,830000,4,7,565467.0,10294,2
2008-11-17,950000,4,7,565467.0,10905,2
2008-11-18,455000,4,7,565467.0,3183,2
2008-11-18,540000,4,7,565467.0,6076,2
2008-11-18,635000,3,7,426488.0,10223,0
2008-11-18,950000,3,7,426488.0,11520,0
2008-11-19,348000,3,7,426488.0,2984,0
2008-11-19,460000,4,7,565467.0,3362,2
2008-11-19,497000,4,7,565467.0,4669,2
2008-11-19,515000,4,7,565467.0,5280,2
2008-11-20,450000,3,7,426488.0,7144,0
2008-11-20,475000,4,7,565467.0,3897,2
2008-11-20,665000,4,7,565467.0,8643,2
2008-11-21,350000,3,7,426488.0,3072,0
2008-11-21,392500,3,7,426488.0,5021,0
2008-11-21,450000,4,7,565467.0,3004,2
2008-11-21,454000,3,7,426488.0,7266,0
2008-11-21,475000,3,7,426488.0,7785,0
2008-11-21,500000,4,7,565467.0,4780,2
2008-11-21,730000,3,7,426488.0,10871,0
2008-11-22,510000,4,7,565467.0,5125,2
2008-11-22,640000,3,7,426488.0,10268,0
2008-11-22,805000,4,7,565467.0,10126,2
2008-11-24,387000,4,7,565467.0,1078,2
2008-11-24,389950,3,7,426488.0,4903,0
2008-11-24,393000,4,7,565467.0,1213,2
2008-11-24,395000,3,7,426488.0,5125,0
2008-11-24,468500,4,7,565467.0,3684,2
2008-11-24,480000,3,7,426488.0,7908,0
2008-11-24,485000,4,7,565467.0,4260,2
2008-11-24,485000,4,7,565467.0,4260,2
2008-11-24,500000,4,7,565467.0,4780,2
2008-11-24,547500,4,7,565467.0,6308,2
2008-11-24,565000,5,7,764025.0,2844,4
2008-11-24,630000,3,7,426488.0,10181,0
2008-11-25,490000,4,7,565467.0,4426,2
2008-11-25,540000,5,7,764025.0,2168,4
2008-11-25,630000,2,7,440256.0,10753,1
2008-11-25,735000,5,7,764025.0,7107,4
2008-11-26,326000,3,7,426488.0,2029,0
2008-11-26,375000,2,7,440256.0,6273,1
2008-11-26,453000,4,7,565467.0,3116,2
2008-11-26,462500,4,7,565467.0,3460,2
2008-11-26,580000,5,7,764025.0,3263,4
2008-11-27,327500,3,7,426488.0,2093,0
2008-11-27,390000,3,7,426488.0,4908,0
2008-11-28,322500,3,7,426488.0,1879,0
2008-11-28,335000,3,7,426488.0,2404,0
2008-11-28,337500,3,7,426488.0,2520,0
2008-11-28,345000,3,7,426488.0,2847,0
2008-11-28,345000,3,7,426488.0,2847,0
2008-11-28,351000,3,7,426488.0,3125,0
2008-11-28,470000,3,7,426488.0,7675,0
2008-11-28,540000,3,7,426488.0,9080,0
2008-11-28,544000,4,7,565467.0,6194,2
2008-11-28,1095000,4,7,565467.0,11322,2
2008-11-28,1250000,3,7,426488.0,11768,0
2008-11-29,375000,3,7,426488.0,4233,0
2008-11-29,395000,3,7,426488.0,5125,0
2008-12-01,327500,3,7,426488.0,2093,0
2008-12-01,400000,3,7,426488.0,5335,0
2008-12-01,450000,3,7,426488.0,7144,0
