date_sold,year_sold,price,bedrooms,year_quarter,MA,normalized_price
2008-08-13,2008,420000,3,2008_Q3,423811.0,1.0632911392405062
2008-08-13,2008,531500,4,2008_Q3,561852.0,1.0421568627450981
2008-08-14,2008,350000,2,2008_Q3,451583.0,1.0
2008-08-15,2008,365000,3,2008_Q3,423811.0,0.9240506329113924
2008-08-15,2008,375000,3,2008_Q3,423811.0,0.9493670886075949
2008-08-15,2008,402000,3,2008_Q3,423811.0,1.0177215189873419
2008-08-15,2008,420000,3,2008_Q3,423811.0,1.0632911392405062
2008-08-15,2008,550000,2,2008_Q3,451583.0,1.5714285714285714
2008-08-15,2008,585000,4,2008_Q3,561852.0,1.1470588235294117
2008-08-18,2008,279500,2,2008_Q3,451583.0,0.7985714285714286
2008-08-19,2008,330000,3,2008_Q3,423811.0,0.8354430379746836
2008-08-19,2008,360000,3,2008_Q3,423811.0,0.9113924050632911
2008-08-19,2008,370000,3,2008_Q3,423811.0,0.9367088607594937
2008-08-20,2008,405000,3,2008_Q3,423811.0,1.0253164556962024
2008-08-21,2008,395000,3,2008_Q3,423811.0,1.0
2008-08-21,2008,490000,4,2008_Q3,561852.0,0.9607843137254902
2008-08-21,2008,530000,5,2008_Q3,758340.0,0.8191653786707882
2008-08-21,2008,680000,4,2008_Q3,561852.0,1.3333333333333333
2008-08-22,2008,495000,4,2008_Q3,561852.0,0.9705882352941176
2008-08-22,2008,805000,4,2008_Q3,561852.0,1.5784313725490196
2008-08-23,2008,630000,4,2008_Q3,561852.0,1.2352941176470589
2008-08-25,2008,400000,3,2008_Q3,423811.0,1.0126582278481013
2008-08-27,2008,345000,3,2008_Q3,423811.0,0.8734177215189873
2008-08-27,2008,440000,3,2008_Q3,423811.0,1.1139240506329113
2008-08-27,2008,510000,4,2008_Q3,561852.0,1.0
2008-08-28,2008,310000,3,2008_Q3,423811.0,0.7848101265822784
2008-08-29,2008,370000,4,2008_Q3,561852.0,0.7254901960784313
2008-08-29,2008,465000,4,2008_Q3,561852.0,0.9117647058823529
2008-08-30,2008,342000,3,2008_Q3,423811.0,0.8658227848101265
2008-09-01,2008,380000,3,2008_Q3,423811.0,0.9620253164556962
2008-09-02,2008,345000,3,2008_Q3,423811.0,0.8734177215189873
2008-09-02,2008,370000,4,2008_Q3,561852.0,0.7254901960784313
2008-09-02,2008,495000,4,2008_Q3,561852.0,0.9705882352941176
2008-09-02,2008,541000,4,2008_Q3,561852.0,1.0607843137254902
2008-09-02,2008,1380000,5,2008_Q3,758340.0,2.132921174652241
2008-09-03,2008,372000,3,2008_Q3,423811.0,0.9417721518987342
2008-09-03,2008,415000,3,2008_Q3,423811.0,1.0506329113924051
2008-09-04,2008,335000,3,2008_Q3,423811.0,0.8481012658227848
2008-09-04,2008,1150000,5,2008_Q3,758340.0,1.777434312210201
2008-09-05,2008,387000,3,2008_Q3,423811.0,0.979746835443038
2008-09-05,2008,395000,3,2008_Q3,423811.0,1.0
2008-09-05,2008,400000,4,2008_Q3,561852.0,0.7843137254901961
2008-09-05,2008,426000,3,2008_Q3,423811.0,1.0784810126582278
2008-09-05,2008,552000,4,2008_Q3,561852.0,1.0823529411764705
2008-09-08,2008,349000,3,2008_Q3,423811.0,0.8835443037974684
2008-09-08,2008,360500,3,2008_Q3,423811.0,0.9126582278481012
2008-09-08,2008,740000,3,2008_Q3,423811.0,1.8734177215189873
2008-09-10,2008,371600,4,2008_Q3,561852.0,0.7286274509803922
2008-09-11,2008,380000,3,2008_Q3,423811.0,0.9620253164556962
2008-09-11,2008,450000,3,2008_Q3,423811.0,1.139240506329114
2008-09-12,2008,427000,4,2008_Q3,561852.0,0.8372549019607843
2008-09-13,2008,477000,4,2008_Q3,561852.0,0.9352941176470588
2008-09-13,2008,479000,3,2008_Q3,423811.0,1.2126582278481013
2008-09-15,2008,321000,2,2008_Q3,451583.0,0.9171428571428571
2008-09-15,2008,405000,3,2008_Q3,423811.0,1.0253164556962024
2008-09-16,2008,357000,3,2008_Q3,423811.0,0.9037974683544304
2008-09-16,2008,360000,4,2008_Q3,561852.0,0.7058823529411765
2008-09-16,2008,365000,3,2008_Q3,423811.0,0.9240506329113924
2008-09-16,2008,585000,4,2008_Q3,561852.0,1.1470588235294117
2008-09-17,2008,343000,3,2008_Q3,423811.0,0.8683544303797468
2008-09-17,2008,410000,3,2008_Q3,423811.0,1.0379746835443038
2008-09-17,2008,420000,4,2008_Q3,561852.0,0.8235294117647058
2008-09-17,2008,420000,3,2008_Q3,423811.0,1.0632911392405062
2008-09-17,2008,720000,3,2008_Q3,423811.0,1.8227848101265822
2008-09-17,2008,720000,5,2008_Q3,758340.0,1.1128284389489953
2008-09-18,2008,320000,3,2008_Q3,423811.0,0.810126582278481
2008-09-18,2008,474000,4,2008_Q3,561852.0,0.9294117647058824
2008-09-18,2008,860000,3,2008_Q3,423811.0,2.1772151898734178
2008-09-19,2008,460000,3,2008_Q3,423811.0,1.1645569620253164
2008-09-19,2008,592000,2,2008_Q3,451583.0,1.6914285714285715
2008-09-19,2008,695000,5,2008_Q3,758340.0,1.0741885625965997
2008-09-20,2008,346000,3,2008_Q3,423811.0,0.8759493670886076
2008-09-22,2008,349950,3,2008_Q3,423811.0,0.8859493670886076
2008-09-22,2008,355000,3,2008_Q3,423811.0,0.8987341772151899
2008-09-22,2008,362000,3,2008_Q3,423811.0,0.9164556962025316
2008-09-22,2008,373000,3,2008_Q3,423811.0,0.9443037974683545
2008-09-22,2008,399000,4,2008_Q3,561852.0,0.7823529411764706
2008-09-22,2008,422250,3,2008_Q3,423811.0,1.0689873417721518
